,underlying_symbol,date,dominant_id,open,close,high,low,total_turnover,volume,prev_close,settlement,prev_settlement,open_interest,limit_up,limit_down,day_session_open,multiplier,profit,sigma5,sigma20,sigma40,sigma63,sigma126,sigma252,break1,break3,break14,break20,break63,break126,break252,expect1,expect2,expect3,expect4,expect5,d_vol,d_oi,mmt_open,high_close,low_close,corr_price_vol,corr_price_oi,corr_ret_vol,corr_ret_oi,corr_ret_dvol,corr_ret_doi,turnover,sigma_turnover,ave_turnover,norm_turn_std,vol_skew5,vol_skew14,vol_skew20,vol_skew63,vol_skew126,vol_skew252,price_skew5,price_skew14,price_skew20,price_skew63,price_skew126,price_skew252
0,JM,2013-03-22,JM1307,1300.0,1237.0,1300.0,1235.0,0,828,1300.0,1254.0,1300.0,294,1404.0,1196.0,1300.0,60,-0.04846153846153846,,,,,,,,,,,,,,-0.007103393843725118,0.003946329913181091,-0.0047355958958165,-0.006314127861088973,-0.02131018153117627,,,,0.05092966855295069,0.0016168148746968471,,,,,,,1024236.0,,,,,,,,,,,,,,,
1,,2013-03-25,JM1309,1245.786898184688,1228.213101815312,1255.550118389897,1221.378847671665,0,722022,1237.0,1236.023677979479,1245.786898184688,139712,1295.579321231255,1195.994475138122,1276.0,60,-0.007103393843725118,,,,,,,,,,,,,,0.011128775834658317,0.002384737678855499,0.000794912559618438,-0.01430842607313244,-0.044515103338632525,,,,0.022257551669315895,0.005564387917329622,,,,,,,886796880.1988952,,,,,,,,,,,,,,,
2,,2013-03-26,JM1309,1225.284135753749,1241.881610102605,1245.786898184688,1219.426203630624,0,835326,1228.213101815312,1235.047355958958,1236.023677979479,141544,1284.839779005525,1187.207576953433,1255.0,60,0.011128775834658317,,,,,,,,,,,,,,-0.008647798742138321,-0.010220125786163653,-0.02515723270440312,-0.0550314465408804,-0.034591194968554013,,,,0.003144654088049749,0.018081761006289214,,,,,,,1037375997.8405687,,,,,,,,,,,,,,,
3,,2013-03-27,JM1309,1248.715864246251,1231.142067876875,1248.715864246251,1230.165745856354,0,499234,1241.881610102605,1236.023677979479,1235.047355958958,126094,1283.863456985004,1186.231254932912,1279.0,60,-0.008647798742138321,,,,,,,,,,,,,,-0.0015860428231564017,-0.016653449643141017,-0.04678826328310859,-0.02616970658207832,-0.03568596352101562,,,,0.014274385408405584,0.0007930214115781085,,,,,,,614627979.1144438,,,,,,,,,,,,,,,
4,,2013-03-28,JM1309,1234.071033938437,1229.189423835833,1242.857932123125,1218.449881610103,0,646266,1231.142067876875,1233.094711917916,1236.023677979479,99004,1284.839779005525,1187.207576953433,1264.0,60,-0.0015860428231564017,0.022373906585622636,,,,,,,,,,,,,-0.015091342335187136,-0.04527402700555974,-0.024622716441620767,-0.0341540905480544,-0.030976965845909667,,,,0.011119936457505347,0.008737092930897495,,,,,,,794383332.1846884,,,,-1.5061827524834108,,,,,,0.8468001041031097,,,,,
5,,2013-03-29,JM1309,1227.236779794791,1210.639305445935,1237.976322020521,1201.852407261247,0,734728,1229.189423835833,1222.355169692186,1233.094711917916,96024,1281.910812943962,1184.278610891871,1257.0,60,-0.015091342335187136,0.00985672501137131,,,,,,,,,,,,,-0.03064516129032188,-0.009677419354838667,-0.019354838709677333,-0.016129032258064255,-0.013709677419354402,1.135600511244596,0.9669306290654923,-0.007942811755361358,0.022580645161290595,0.007258064516128811,,,,,,,889490595.6116809,,,,-0.7201209139365615,,,,,,-0.835961674893082,,,,,
6,,2013-04-01,JM1309,1205.757695343331,1173.539068666141,1212.591949486977,1173.539068666141,0,710132,1210.639305445935,1186.231254932912,1222.355169692186,155262,1271.171270718232,1173.539068666141,1235.0,60,-0.03064516129032188,0.015539231496624473,,,,,,,,,,,,,0.021630615640598306,0.011647254575706513,0.014975041597337304,0.017470881863560446,0.010815307820298669,-0.016182859507191776,0.16193868199616762,-0.01854838709677411,0.03327787021630559,0.0,,,,,,,833367645.910024,,,,-0.6432179129946543,,,,,,-1.3839111738094307,,,,,
7,,2013-04-02,JM1309,1168.657458563536,1198.923441199684,1201.852407261247,1163.775848460931,0,1049448,1173.539068666141,1180.373322809787,1186.231254932912,130106,1233.094711917916,1139.367797947908,1197.0,60,0.021630615640598306,0.019210769159407146,,,,,,,,,,,,,-0.009771986970683995,-0.006514657980455807,-0.004071661237784618,-0.010586319218241184,-0.01791530944625399,0.3015242236654594,-0.07366902397238216,-0.0623960066555743,0.0024429967426711882,0.029315960912052172,,,,,,,1258207807.520126,,,,1.0518306245525544,,,,,,-0.7575109474987998,,,,,
8,,2013-04-03,JM1309,1195.994475138122,1187.207576953433,1203.805051302289,1185.254932912391,0,606564,1198.923441199684,1192.089187056038,1180.373322809787,103114,1238.952644041042,1121.794001578532,1225.0,60,-0.009771986970683995,0.01924335875911122,,,,,,,,,,,,,0.0032894736842107026,0.005756578947368777,-0.0008223684210528193,-0.008223684210526277,-0.005756578947368203,0.10227281389835419,-0.176625213287627,-0.029315960912052172,0.013980263157895056,0.0016447368421054472,,,,,,,720117376.7071822,,,,1.7754748929554072,,,,,,0.2555563148091659,,,,,
9,,2013-04-08,JM1309,1170.610102604578,1191.112865035517,1194.04183109708,1168.657458563536,0,555970,1187.207576953433,1182.325966850829,1192.089187056038,121180,1251.644830307814,1132.533543804262,1199.0,60,0.0032894736842107026,0.019710025145756673,,,,,,,,,,,,,0.0024590163934428023,-0.004098360655738067,-0.01147540983606571,-0.009016393442622908,-0.03770491803278671,-0.14886475293621118,0.21506294004693835,-0.04934210526315786,0.0024590163934428023,0.018852459016393354,,,,,,,662223019.5737964,,,,1.4541076578006458,,,,,,-0.03869856784043048,,,,,
